444148,samsun,214,31
472590,adana,1588,22
111476,mersin,887,47
806195,istanbul,253,32
578916,erzurum,619,7
996309,mersin,1558,15
504987,erzurum,1393,16
779641,edirne,906,6
763629,sivas,481,23
293460,sakarya,1682,26
701284,sakarya,1880,49
288693,edirne,1769,18
274391,istanbul,814,0
993917,duzce,396,34
653032,adana,620,40
190325,sivas,426,50
904483,rize,1235,33
411038,adana,16,17
957458,erzurum,831,21
318493,siirt,1564,3
810402,rize,498,32
641043,rize,1185,0
864262,adana,1995,24
714134,erzincan,1758,4
479493,rize,1028,45
392330,istanbul,1361,44
579636,adana,1446,42
734164,adana,930,27
905927,artvin,1625,14
987184,mersin,559,8
437983,kocaeli,1709,48
173671,adana,1091,1
875029,samsun,671,5
224096,antalya,787,27
650819,kars,652,38
759494,samsun,70,9
191125,erzincan,1088,28
305148,tunceli,1430,1
306965,erzincan,1317,34
729765,erzurum,32,4
910833,mersin,776,50
754160,siirt,746,18
433562,siirt,1775,32
822593,konya,1793,25
248412,rize,67,0
194150,diyarbakir,1083,48
549729,mersin,1914,26
202245,artvin,250,41
771382,kocaeli,648,40
406689,istanbul,1039,38
910898,gaziantep,1173,18
742240,diyarbakir,1947,36
898272,mersin,89,1
514831,diyarbakir,1278,50
613261,duzce,1583,41
975734,siirt,1825,28
837117,kars,1044,46
461820,bursa,302,30
692226,tunceli,1590,48
545971,istanbul,1996,25
990741,mersin,1133,7
302618,izmir,449,1
644677,tunceli,1156,21
569232,konya,1666,50
171609,sivas,1283,29
131635,gaziantep,1375,10
392137,sakarya,231,0
689325,konya,596,3
501482,kocaeli,1475,7
122786,sivas,1522,44
160566,izmir,1107,3
689737,diyarbakir,833,46
893558,bursa,310,43
529218,izmir,1258,28
499886,izmir,1273,39
851718,mersin,539,41
735226,rize,1182,7
415925,sivas,1465,28
347407,mersin,67,20
937862,antalya,1582,47
435210,tunceli,1032,5
702080,sivas,1904,44
673042,samsun,910,21
822113,rize,1457,44
419036,konya,1612,19
259919,konya,1927,20
557553,rize,1297,49
277895,mersin,1970,49
416205,artvin,1666,18
399690,edirne,1163,41
387200,izmir,1055,32
590691,sivas,1986,25
820933,bursa,689,18
591850,izmir,112,9
391620,trabzon,1559,4
262688,bursa,833,33
132206,kars,1966,0
397720,siirt,1110,21
119787,izmir,588,43
759532,diyarbakir,1583,14
572813,artvin,1246,33
433719,diyarbakir,1451,12
893340,adana,1799,40
781170,erzurum,402,25
615429,edirne,1166,16
466122,bursa,301,43
784926,gaziantep,952,17
856181,sakarya,1057,16
632585,siirt,629,40
658052,siirt,1905,26
759424,mersin,112,18
113674,samsun,448,27
216231,mugla,1868,13
749558,samsun,835,33
685591,istanbul,1446,1
191586,tunceli,60,48
477011,sivas,417,34
299694,erzurum,1039,48
178472,samsun,1299,50
536438,mersin,1220,6
746835,samsun,882,16
889457,siirt,626,17
284642,erzincan,1653,22
215535,bursa,1777,19
863557,trabzon,1866,9
512114,sivas,550,31
351826,artvin,1768,9
726316,artvin,789,41
959845,antalya,1511,38
977696,tunceli,1372,46
843206,sakarya,575,3
893920,siirt,660,24
947260,kocaeli,1926,40
568274,duzce,132,22
625177,konya,300,16
604060,izmir,1030,30
603881,siirt,1336,43
698429,edirne,549,15
959735,edirne,1155,4
732636,rize,1150,24
942183,trabzon,169,3
462017,erzurum,1882,34
991868,mugla,1816,5
494673,antalya,1992,31
456385,konya,1152,47
506294,duzce,1576,2
753747,tunceli,506,12
895529,istanbul,975,46
504767,kocaeli,405,30
962701,konya,1568,1
859060,sakarya,1294,26
511422,kars,1083,17
737607,duzce,1652,35
711826,tunceli,134,10
723458,kocaeli,1212,31
149839,kars,840,25
116514,konya,984,46
414406,kocaeli,1498,31
434086,konya,599,9
234898,erzurum,1718,34
194617,antalya,1937,18
686351,mersin,1760,50
405967,izmir,1236,47
198458,sakarya,1630,33
334773,adana,1084,28
542367,siirt,1962,44
661848,sakarya,1810,50
459478,sivas,397,15
953726,erzurum,669,22
293695,rize,1105,10
737710,edirne,188,34
413407,antalya,23,18
562711,mugla,1247,21
272516,konya,723,13
236549,izmir,406,33
454424,gaziantep,872,6
478231,konya,1921,44
598333,erzincan,698,22
353391,samsun,612,9
370948,izmir,632,49
690629,edirne,265,15
766956,izmir,1809,31
333743,samsun,713,37
436728,mugla,322,34
982021,tunceli,786,12
113864,diyarbakir,422,6
517789,trabzon,1459,38
637744,izmir,1129,12
763031,mersin,1072,50
579713,bursa,1351,29
614091,erzurum,1653,29
434436,gaziantep,143,47
383617,mugla,305,4
405392,kars,1768,12
917926,kocaeli,1158,14
555007,sakarya,826,26
888252,sivas,978,0
603613,samsun,1188,49
371030,istanbul,1321,3
967058,kars,1853,9
887951,gaziantep,1854,47
783260,kars,1925,26
395442,mugla,1202,42
771720,istanbul,1698,13
690981,artvin,638,14
801656,erzincan,261,17
188593,erzincan,1946,44
147693,trabzon,1851,22
900391,edirne,1692,9
784228,siirt,1048,6
557408,erzurum,1588,21
861051,kars,1786,50
140102,diyarbakir,1570,29
928409,samsun,551,22
622084,antalya,33,21
710412,rize,167,46
978041,edirne,1096,1
824166,mugla,137,36
746788,artvin,59,44
495511,samsun,1856,22
305407,rize,1162,12
677260,erzurum,957,0
225969,bursa,424,10
943165,istanbul,859,33
270882,rize,1836,10
410503,erzurum,937,25
386618,kars,419,41
261024,kocaeli,1997,15
356901,artvin,662,8
520438,sivas,832,29
562968,kars,1533,50
512599,adana,379,35
909689,diyarbakir,316,29
201000,adana,1874,34
583219,tunceli,1498,30
604162,kocaeli,1585,47
159219,istanbul,1480,33
445375,kocaeli,1537,31
353242,erzincan,1402,47
871120,edirne,1319,5
167070,mersin,445,16
237827,kocaeli,580,21
908997,artvin,1787,35
555907,mugla,1794,14
252440,diyarbakir,1207,22
652777,antalya,1856,0
763120,siirt,1443,1
241868,edirne,992,45
216783,diyarbakir,29,34
722077,tunceli,777,27
297978,mugla,174,21
265472,edirne,1024,5
557725,mersin,193,0
118574,diyarbakir,330,34
866020,erzurum,1084,13
630385,izmir,961,40
803843,adana,1377,47
257679,samsun,636,13
889985,konya,1658,18
318363,kocaeli,17,32
172787,mersin,335,38
355970,konya,154,48
644005,gaziantep,296,17
802646,adana,823,4
422671,konya,645,12
980212,istanbul,502,4
380368,diyarbakir,1657,43
157503,erzurum,978,50
265319,trabzon,338,34
876436,duzce,213,24
453037,bursa,1409,17
849220,rize,1109,1
346258,kars,998,38
661413,izmir,383,43
213646,konya,1880,1
833402,trabzon,1909,40
435672,mugla,630,39
895782,mersin,1418,40
248130,erzincan,798,13
964338,tunceli,1421,47
794309,mersin,1471,39
533637,kars,1337,32
284728,siirt,961,0
806051,izmir,986,13
146979,samsun,1080,21
663983,erzurum,875,28
147711,konya,1271,14
255941,tunceli,1534,45
743844,rize,970,40
206764,sivas,801,0
268830,tunceli,815,29
857951,izmir,840,19
661445,sivas,721,6
318097,duzce,585,13
598836,gaziantep,1041,35
287253,antalya,390,9
855944,mersin,52,21
641825,istanbul,1027,13
896213,siirt,637,50
112897,antalya,669,48
240788,kars,1419,31
607433,edirne,769,17
553923,duzce,1244,23
363152,mersin,420,1
471194,mersin,908,26
460979,bursa,1991,4
746580,kars,205,27
560042,edirne,852,21
911026,samsun,263,17
806383,mersin,1804,21
248043,trabzon,436,19
921996,erzincan,362,31
605844,trabzon,149,33
358582,mersin,882,31
708184,erzincan,352,22
373818,artvin,964,44
603893,samsun,696,1
924821,kars,807,11
650796,istanbul,1558,49
310210,erzurum,365,12
802148,siirt,878,14
600709,edirne,1916,18
691416,sivas,736,46
378602,kocaeli,164,37
424503,siirt,926,27
537027,trabzon,1261,48
114989,bursa,1729,22
128929,tunceli,1147,3
911644,gaziantep,1517,15
434747,erzurum,16,35
187696,adana,1222,1
466504,sivas,1619,29
601671,sakarya,1665,47
554149,sakarya,1304,17
568319,duzce,362,1
770921,kocaeli,1494,27
175377,tunceli,721,11
314125,istanbul,734,46
607698,bursa,1961,5
229292,duzce,575,45
714179,artvin,1689,20
310029,erzincan,94,18
273878,rize,682,26
616727,sakarya,1324,32
899730,antalya,1277,19
481390,konya,401,18
422674,erzincan,150,36
736644,konya,363,46
570940,bursa,1536,0
950508,kars,1001,37
441729,tunceli,661,45
805007,konya,342,2
253725,mugla,1721,35
522589,sakarya,1795,46
815121,duzce,230,6
521100,antalya,987,21
537705,duzce,612,9
310668,samsun,1409,21
925866,edirne,342,31
558899,diyarbakir,1764,20
572305,adana,301,2
482256,izmir,1427,32
659000,kocaeli,1503,17
324547,sakarya,1362,7
272591,mersin,1388,22
778238,kars,537,25
882263,sivas,1483,27
351150,mersin,1914,14
695044,mersin,678,5
887786,kocaeli,124,46
451845,sivas,1474,40
892224,tunceli,910,19
766433,erzurum,1211,6
815573,duzce,919,8
911463,sivas,1236,2
487791,duzce,669,37
121491,istanbul,1068,22
160206,sivas,1657,12
918845,rize,913,2
843695,adana,1631,7
984817,antalya,619,40
826114,kocaeli,1312,2
553228,siirt,1416,23
991912,adana,729,3
543947,bursa,1300,37
486317,rize,709,24
986064,gaziantep,461,5
561520,diyarbakir,908,15
624897,trabzon,1743,36
627701,tunceli,554,48
799165,antalya,1814,49
382547,izmir,338,22
964066,kars,527,50
622299,trabzon,560,12
920765,diyarbakir,1136,31
853731,trabzon,1043,7
206455,edirne,44,33
396091,antalya,735,0
321640,trabzon,107,17
595733,bursa,803,33
293443,kars,1150,43
692652,edirne,852,31
778170,mugla,1134,22
334336,edirne,398,36
528115,kars,475,15
190116,erzurum,89,33
787346,siirt,1640,10
284901,mersin,1003,12
793359,siirt,220,50
177722,kars,1571,10
734512,duzce,184,40
981353,mugla,1547,10
478195,erzincan,435,4
574185,edirne,1405,17
982639,kars,1985,22
949109,erzincan,1482,26
627580,sivas,923,22
775254,mugla,767,26
952768,erzurum,410,45
448885,tunceli,1702,32
806883,samsun,1815,24
620354,siirt,1681,47
927488,siirt,434,42
721506,duzce,312,11
154060,siirt,672,34
987320,adana,494,15
886300,sivas,857,25
911099,mugla,1619,21
317997,erzurum,1339,17
952306,sakarya,1763,49
856698,erzincan,1637,21
297866,erzurum,1860,5
757745,duzce,1824,25
827282,kars,711,24
439928,gaziantep,1975,29
934630,konya,977,21
120628,diyarbakir,1009,0
874577,kocaeli,1551,29
273028,konya,568,46
750887,sakarya,354,15
680585,artvin,1966,13
658495,konya,248,28
363052,izmir,813,13
424171,istanbul,462,24
749816,antalya,172,33
698431,sivas,1105,18
119252,duzce,517,12
492328,kars,1540,46
861300,artvin,336,21
405663,kars,1160,43
846551,adana,352,25
509771,izmir,992,17
896436,antalya,1893,41
835270,izmir,1876,0
968679,gaziantep,487,6
610682,rize,1893,27
195575,adana,244,38
943581,trabzon,1582,24
576647,sakarya,553,46
741320,samsun,930,34
265175,bursa,1352,37
712381,trabzon,1130,6
817276,samsun,1143,5
700973,diyarbakir,308,42
713315,samsun,1257,25
114264,erzincan,421,41
328509,izmir,1767,16
610599,mugla,651,18
669756,diyarbakir,1338,41
602464,diyarbakir,364,28
923461,adana,1674,14
148630,gaziantep,148,37
213116,artvin,980,5
618771,artvin,619,2
968467,erzurum,1566,39
836539,mugla,358,43
898330,mugla,511,49
814605,antalya,750,6
721001,kars,1920,16
525126,erzincan,992,47
274125,mugla,1553,7
801320,erzurum,1382,35
580404,izmir,1066,44
178794,diyarbakir,1530,9
560563,antalya,914,28
839851,mugla,379,23
629042,antalya,231,4
712398,mugla,1217,9
734251,istanbul,388,47
406059,gaziantep,221,32
626253,edirne,1,24
747879,edirne,707,23
736668,konya,1504,37
857584,mersin,1804,22
429209,rize,135,18
148142,edirne,402,24
787820,erzincan,1656,0
136612,erzurum,1142,25
123432,kars,1774,1
557989,mersin,1015,10
948288,mersin,1118,31
398483,mersin,465,14
308703,diyarbakir,1760,36
111475,kars,1523,6
860543,rize,51,28
736964,sivas,1098,11
933920,konya,1981,50
653900,trabzon,1507,40
527290,rize,1465,34
209684,adana,930,49
703848,kocaeli,734,27
833447,tunceli,1270,13
661612,konya,802,46
440192,erzincan,637,42
829199,sakarya,562,18
167714,samsun,1871,30
293486,erzincan,1263,33
328199,duzce,938,2
650632,diyarbakir,277,41
470590,tunceli,485,28
776082,kars,183,1
213083,sakarya,223,1
647890,edirne,760,29
566086,izmir,1397,12
419395,samsun,147,9
174004,sivas,1371,5
525247,konya,212,6
631449,siirt,932,40
230404,konya,365,9
754062,mersin,551,31
637068,trabzon,1551,37
821670,antalya,1642,26
577720,izmir,1685,29
450386,mersin,1562,5
963287,siirt,373,26
114061,erzincan,1487,19
548474,trabzon,1375,10
299174,siirt,83,23
712846,rize,779,49
620309,diyarbakir,1513,50
610830,trabzon,1157,5
387075,izmir,1619,30
123613,mugla,1065,32
314441,antalya,36,21
853225,duzce,321,17
886872,sivas,1722,50
705388,antalya,1231,11
925980,sivas,1419,32
371224,adana,994,49
350897,trabzon,1261,11
602220,edirne,601,35
615379,samsun,1086,43
903719,izmir,1473,29
365355,tunceli,1127,12
375153,siirt,727,32
197982,trabzon,1033,4
528042,trabzon,1465,6
389219,rize,767,6
989935,edirne,571,16
429590,samsun,1166,8
457635,samsun,329,34
708944,edirne,676,9
589350,sakarya,1115,49
920145,konya,511,12
843444,konya,803,47
824758,antalya,170,17
150994,edirne,1077,16
880698,adana,364,25
633067,samsun,940,13
248317,artvin,1271,2
465548,rize,120,19
366192,adana,332,44
223560,izmir,1284,29
355347,kars,123,28
281205,tunceli,587,12
153051,siirt,1467,26
187116,mugla,1211,32
191488,konya,1694,29
788200,gaziantep,693,25
998173,sakarya,243,14
547488,antalya,104,20
783240,siirt,1775,4
529282,sivas,546,46
826178,gaziantep,1964,20
335435,adana,948,15
632611,istanbul,1345,14
938813,bursa,466,0
538292,siirt,924,43
959649,konya,1852,48
421057,mersin,1225,19
419595,istanbul,4,13
346029,istanbul,1015,13
709722,gaziantep,1328,47
503984,duzce,361,35
973543,erzincan,1169,17
304592,antalya,1075,24
733429,duzce,278,25
753098,mersin,1955,44
781821,erzincan,1472,29
662310,diyarbakir,1610,41
202931,kocaeli,610,11
927710,konya,1356,25
155477,sakarya,1443,32
409030,edirne,6,23
227477,mugla,325,37
291274,erzincan,521,5
935286,samsun,464,7
543608,siirt,1395,48
946995,rize,11,50
853578,adana,149,46
368875,diyarbakir,767,20
760050,bursa,1003,21
241763,kars,440,43
749234,diyarbakir,1531,1
864687,erzincan,204,28
763573,adana,1353,45
581806,mugla,1286,0
177502,mugla,545,33
137344,adana,1062,32
671797,rize,1754,26
657358,erzincan,1590,45
447953,gaziantep,1079,38
762278,siirt,1871,31
260492,konya,1501,21
585964,edirne,772,34
606364,diyarbakir,1204,35
354539,artvin,1661,24
393597,konya,346,19
647851,sivas,279,6
749471,bursa,1918,33
426248,samsun,1821,45
158030,erzincan,389,16
203225,siirt,94,1
646374,siirt,1047,29
352455,edirne,1609,47
860151,duzce,1326,25
570167,erzurum,1002,25
690809,edirne,294,9
839910,bursa,1203,22
737964,kocaeli,394,20
432035,diyarbakir,649,25
259285,siirt,262,2
463099,konya,1163,50
259670,sivas,971,31
504810,antalya,1798,25
231152,edirne,1505,26
261488,bursa,1608,38
777716,bursa,1329,40
859045,mersin,565,3
240035,antalya,36,38
551360,erzurum,168,38
904346,erzurum,425,0
114141,erzincan,1144,17
115227,trabzon,104,48
874197,gaziantep,564,22
490884,mugla,1042,41
300076,kars,956,11
871489,duzce,1478,13
250450,antalya,1538,39
664899,samsun,333,22
826953,erzurum,1178,26
890443,mugla,1845,3
858325,istanbul,1620,44
174043,trabzon,1004,19
896107,erzincan,1288,4
418755,artvin,1293,47
694113,konya,135,34
843310,antalya,1332,12
510085,sakarya,1373,3
362195,edirne,288,8
966536,erzincan,1692,16
522988,duzce,1137,5
772224,edirne,688,0
630569,kocaeli,80,36
261612,izmir,359,10
783649,diyarbakir,1277,18
441498,diyarbakir,1156,3
160578,diyarbakir,1220,29
614262,diyarbakir,1132,32
394182,gaziantep,363,30
811636,diyarbakir,1526,22
531573,istanbul,1947,1
250740,mersin,1115,40
844640,tunceli,567,50
774930,istanbul,323,24
376060,siirt,777,5
461887,bursa,942,29
972033,diyarbakir,18,18
585792,diyarbakir,1192,29
127431,izmir,215,21
558922,duzce,696,13
905223,istanbul,809,2
314601,diyarbakir,883,9
153816,antalya,1846,50
491148,trabzon,121,35
281619,edirne,619,6
975803,duzce,140,46
910066,mersin,749,31
609402,gaziantep,746,31
854417,antalya,1148,5
275992,rize,138,14
641006,mugla,1263,18
466964,kocaeli,838,10
555703,samsun,551,31
317748,samsun,1536,11
832117,tunceli,1571,17
808050,samsun,879,44
531468,izmir,198,36
393955,diyarbakir,572,1
703333,rize,1712,26
586673,duzce,26,49
616988,erzurum,1597,48
584786,trabzon,87,7
324068,gaziantep,586,0
644983,mersin,1958,43
421462,artvin,209,32
597187,artvin,277,39
605678,mersin,148,45
961771,trabzon,1135,5
624314,trabzon,1996,32
636912,mugla,539,34
306868,duzce,289,30
860599,sivas,679,9
643127,trabzon,1993,42
670391,sakarya,804,26
536528,kars,174,41
850399,bursa,1042,14
509217,kars,214,37
661706,erzincan,1852,34
944440,antalya,1044,39
981021,antalya,1212,45
160150,rize,1379,26
242343,kars,368,50
971461,sivas,37,11
887270,samsun,1597,30
343255,erzurum,1069,25
290627,kars,1800,41
213097,diyarbakir,1140,49
347505,samsun,299,19
380617,edirne,95,50
723167,izmir,614,26
859883,kocaeli,1697,45
541474,tunceli,1985,41
160728,erzincan,1166,44
845954,antalya,1287,42
851782,sakarya,492,28
268021,bursa,631,24
972416,siirt,1437,49
509849,antalya,910,16
233383,trabzon,612,9
407873,erzincan,1449,6
872798,sakarya,135,35
608311,erzincan,1415,30
700610,sakarya,1529,1
124827,izmir,85,13
305965,kocaeli,1213,21
755473,istanbul,1443,4
890134,erzurum,96,2
464846,duzce,1626,22
123309,rize,130,35
943810,samsun,1155,44
474439,mugla,864,26
330583,rize,1839,42
351953,sivas,689,22
578661,konya,171,19
400008,sivas,316,33
745125,mugla,1204,47
757406,mugla,1242,30
411778,kocaeli,1641,17
990434,gaziantep,832,13
876493,tunceli,1714,7
165648,samsun,523,4
384530,mugla,637,15
999748,erzincan,1365,8
380268,mersin,847,42
235329,edirne,842,36
440087,siirt,1267,17
517602,samsun,1423,28
294822,erzincan,1459,15
732050,sivas,929,8
180254,izmir,111,3
382992,trabzon,1375,30
452928,diyarbakir,589,11
283861,antalya,221,19
361503,mersin,1858,44
358409,sivas,622,40
842872,diyarbakir,1483,9
178715,gaziantep,100,50
605849,tunceli,1504,7
511421,kocaeli,2000,39
212017,sakarya,1135,5
372474,gaziantep,799,1
311726,mugla,1364,36
609331,erzurum,26,46
545442,kars,660,16
793623,gaziantep,883,8
966187,erzurum,1985,47
740540,trabzon,532,24
410123,izmir,1515,7
940027,istanbul,1184,2
710070,tunceli,1884,48
455787,bursa,1186,32
667540,diyarbakir,251,24
356918,adana,1243,13
569093,konya,888,9
894586,rize,884,48
528758,duzce,660,36
800544,antalya,1377,1
625758,diyarbakir,1100,16
423483,sakarya,939,11
959491,kocaeli,1013,22
928345,mersin,928,38
287639,erzurum,1039,1
235477,erzurum,1890,50
808684,sakarya,357,3
593781,artvin,308,17
977225,istanbul,676,50
203459,gaziantep,938,27
309152,erzurum,1013,12
687902,kars,141,48
468464,diyarbakir,764,10
136451,mersin,1443,50
152008,konya,1320,2
292176,rize,533,49
416441,bursa,21,29
808266,erzincan,1641,35
880333,mersin,1391,16
565215,izmir,442,34
170085,kocaeli,1915,49
723843,duzce,570,6
337755,rize,1060,16
449410,sivas,1411,33
823014,sivas,1833,45
376315,duzce,924,35
679518,kocaeli,1578,46
297896,diyarbakir,558,31
964254,adana,1194,19
302804,gaziantep,363,6
662944,bursa,75,17
927714,rize,659,6
188659,siirt,1149,7
845677,artvin,1838,35
806980,edirne,1187,5
361823,tunceli,1065,24
519289,mersin,1256,6
511106,mersin,398,40
360970,mugla,548,32
881700,erzurum,161,13
430760,artvin,1364,28
844153,konya,1825,37
653507,siirt,1895,29
590905,bursa,1856,10
292913,trabzon,320,15
841314,artvin,1209,38
731488,erzurum,652,50
746556,istanbul,1083,46
725925,konya,469,8
493074,bursa,1325,48
527480,sakarya,1709,21
980218,siirt,1886,29
393239,samsun,183,36
408938,rize,1028,47
322081,rize,110,30
488457,adana,8,6
284439,mugla,1287,37
950567,duzce,74,29
224782,erzurum,9,4
775367,kars,333,43
637462,adana,502,35
693041,artvin,694,20
682966,izmir,13,21
327186,erzurum,926,44
450563,izmir,1888,41
419329,konya,231,50
712382,tunceli,554,3
957072,mugla,228,43
930217,adana,8,21
444706,kocaeli,1624,49
800051,bursa,239,12
878573,sivas,1921,47
477600,sivas,71,4
677868,trabzon,1333,18
441277,erzurum,1743,21
509790,trabzon,394,19
729112,erzincan,632,3
218523,siirt,1519,35
889755,trabzon,328,15
768750,bursa,279,21
777107,erzurum,1358,49
779790,mersin,455,25
955361,mersin,913,44
656080,rize,1169,1
359405,sivas,871,27
393195,duzce,1098,19
796290,mersin,1770,45
288203,edirne,746,34
807281,erzincan,1075,39
732451,sakarya,1626,28
769719,samsun,1931,10
313075,istanbul,1076,33
208522,tunceli,1904,20
688464,mugla,673,5
562878,erzincan,1519,9
707536,bursa,339,12
670979,konya,955,33
725016,mugla,649,22
208641,kars,1077,45
399041,mersin,1056,8
739065,sivas,758,47
470027,erzincan,1543,48
343403,mugla,598,33
623887,artvin,712,7
572085,konya,309,2
257235,tunceli,18,25
845413,siirt,927,22
571744,erzurum,389,18
177734,rize,1574,0
245670,mugla,1126,45
347990,izmir,1358,26
987823,sivas,1000,20
147832,bursa,1836,15
191485,diyarbakir,975,7
177827,kocaeli,1544,1
341012,konya,889,4
583800,siirt,1611,37
587923,diyarbakir,1880,38
764422,sakarya,670,11
280111,adana,1934,22
703811,rize,346,47
519132,samsun,1790,18
673441,trabzon,487,26
997574,samsun,486,10
375910,duzce,881,4
408129,istanbul,1884,45
774680,antalya,1941,23
487551,erzurum,1433,9
656930,gaziantep,1313,8
629790,izmir,1552,23
432817,sivas,1328,19
572416,sivas,1530,48
600417,kocaeli,367,26
504801,erzincan,605,44
812624,konya,1271,31
669323,erzurum,907,39
947094,kocaeli,1601,14
670619,edirne,1515,34
267604,erzurum,342,13
582686,adana,1591,28
522007,erzurum,1256,5
492169,mugla,1307,23
824760,mugla,1000,22
813863,adana,316,16
296516,duzce,380,2
699457,istanbul,683,38
183889,erzurum,1717,19
824162,erzincan,1913,41
692124,kocaeli,369,34
346421,izmir,88,0
265546,mersin,299,11
209956,siirt,160,23
820679,mersin,1279,50
863491,duzce,325,29
665527,kocaeli,548,21
427086,istanbul,998,7
868559,mugla,354,29
299725,erzincan,1139,22
198638,kocaeli,1576,43
411943,siirt,1522,2
241857,bursa,874,25
455226,artvin,1966,24
760756,duzce,846,4
649637,artvin,1602,1
311282,samsun,1611,19
663425,sivas,874,30
214897,kars,1642,36
700439,erzincan,1446,9
972684,antalya,1417,20
633385,erzurum,1207,3
318747,mugla,1250,24
576611,mersin,960,44
346037,samsun,219,25
238230,edirne,1400,11
343535,samsun,1029,39
961739,diyarbakir,575,23
307500,sivas,440,27
579957,erzurum,1837,33
801259,antalya,1824,7
432145,adana,447,31
